ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,local_code,coordinates
0,55113,55120,45,107303,107310,107549,110346,0,0,145639
1,55114,55121,3196,107303,107310,107550,110347,1,1,145640
2,55114,55122,484,107303,107310,107551,110348,2,2,145641
3,55114,55123,854,107303,107310,107552,110349,3,3,145642
4,55115,55124,271,107303,107310,107553,110350,111581,111581,145643
5,55114,55125,1134,107303,107310,107554,110351,5,5,145644
6,55114,55126,3453,107303,107310,107555,110352,6,6,145645
7,55114,55127,2895,107303,107310,107556,110353,7,7,145646
8,55114,55128,121,107303,107310,107556,110354,8,8,145647
9,55113,55129,3137,107303,107310,107556,110355,9,9,145648
10,55115,55130,4085,107303,107310,107557,110356,111581,111581,145649
11,55114,55131,87,107303,107310,107558,110357,11,11,145650
12,55113,55132,59,107303,107310,107558,110358,12,12,145651
13,55114,55133,69,107303,107310,107558,110359,13,13,145652
14,55114,55134,734,107303,107310,107559,110360,14,14,145653
15,55113,55135,991,107303,107310,107559,110361,15,15,145654
16,55113,55136,77,107303,107310,107560,110362,16,16,145655
17,55114,55137,2061,107303,107310,107561,110363,17,17,145656
18,55114,55138,3143,107303,107310,107550,110364,18,18,145657
19,55113,55139,634,107303,107310,107562,110365,19,19,145658
20,55114,55140,874,107303,107310,107563,110366,20,20,145659
21,55113,55141,668,107303,107310,107562,110367,21,21,145660
22,55114,55142,854,107303,107310,107563,110368,22,22,145661
23,55114,55143,1134,107303,107310,107550,110369,23,23,145662
24,55114,55144,1298,107303,107310,107564,110370,24,24,145663
25,55113,55145,49,107303,107310,107565,110371,25,25,145664
26,55113,55146,634,107303,107310,107563,110372,26,26,145665
27,55114,55147,46,107303,107310,107565,110373,27,27,145666
28,55114,55148,79,107303,107310,107566,110374,28,28,145667
29,55113,55149,622,107303,107310,107567,110375,29,29,145668
30,55114,55150,1397,107303,107310,107568,110376,30,30,145669
31,55114,55151,1004,107303,107310,107569,110377,31,31,145670
32,55115,55152,2536,107303,107310,107570,110378,111581,111581,145671
33,55114,55153,139,107303,107310,107571,110379,33,33,145672
34,55114,55154,382,107303,107310,107572,110380,34,34,145673
35,55113,55155,112,107303,107310,107571,110381,35,35,145674
36,55116,55156,130,107303,107310,107573,110382,36,36,145675
37,55114,55157,1034,107303,107310,107573,110383,37,37,145676
38,55114,55158,819,107303,107310,107574,110384,38,38,145677
39,55113,55159,939,107303,107310,107574,110385,39,39,145678
40,55114,55160,994,107303,107310,107554,110386,40,40,145679
41,55113,55161,229,107303,107310,107575,110387,41,41,145680
42,55113,55162,436,107303,107310,107549,110388,42,42,145681
43,55114,55163,1333,107303,107310,107549,110389,43,43,145682
44,55115,55164,849,107303,107310,107549,110390,111581,111581,145683
45,55114,55165,1647,107303,107310,107575,110391,45,45,145684
46,55114,55166,184,107303,107310,107576,110392,46,46,145685
47,55114,55167,1618,107303,107310,107577,110393,47,47,145686
48,55113,55168,632,107303,107310,107578,110394,48,48,145687
49,55113,55169,634,107303,107310,107578,110394,49,49,145688
50,55114,55170,1134,107303,107310,107579,110395,50,50,145689
51,55114,55171,704,107303,107310,107578,110396,51,51,145690
52,55115,55172,53,107303,107310,107578,110397,111581,111581,145691
53,55115,55173,4713,107303,107310,107580,110398,111581,111581,145692
54,55114,55174,585,107303,107310,107581,110399,54,54,145693
55,55114,55175,2606,107303,107310,107581,110400,55,55,145694
56,55114,55176,753,107303,107310,107582,110401,56,56,145695
57,55114,55177,184,107303,107310,107582,110402,57,57,145696
58,55114,55178,894,107303,107310,107583,110403,58,58,145697
59,55114,55179,2786,107303,107310,107582,110404,59,59,145698
60,55114,55180,2057,107303,107310,107584,110405,60,60,145699
61,55113,55181,4300,107303,107310,107585,110406,61,61,145700
62,55114,55182,2948,107303,107310,107578,110407,62,62,145701
63,55114,55183,1954,107303,107310,107551,110408,63,63,145702
64,55113,55184,154,107303,107310,107551,110409,64,64,145703
65,55114,55185,378,107303,107310,107552,110410,65,65,145704
66,55113,55186,434,107303,107310,107553,110411,66,66,145705
67,55113,55187,3101,107303,107310,107555,110412,67,67,145706
68,55115,55188,849,107303,107310,107567,110413,68,68,145707
69,55113,55189,3404,107303,107310,107556,110414,69,69,145708
70,55114,55190,2530,107303,107310,107556,110415,70,70,145709
71,55113,55191,334,107303,107310,107556,110416,71,71,145710
72,55113,55192,5376,107303,107310,107557,110417,72,72,145711
73,55113,55193,94,107303,107310,107586,110418,73,73,145712
74,55114,55194,89,107303,107310,107558,110419,74,74,145713
75,55113,55195,120,107303,107310,107558,110420,75,75,145714
76,55114,55196,53,107303,107310,107558,110421,76,76,145715
77,55113,55197,353,107303,107310,107559,110422,77,77,145716
78,55114,55198,409,107303,107310,107559,110423,78,78,145717
79,55114,55199,759,107303,107310,107587,110424,79,79,145718
80,55114,55200,4328,107303,107310,107561,110425,80,80,145719
81,55114,55201,984,107303,107310,107562,110426,81,81,145720
82,55113,55202,617,107303,107310,107563,110427,82,82,145721
83,55113,55203,924,107303,107310,107562,110428,83,83,145722
84,55114,55204,704,107303,107310,107563,110429,84,84,145723
85,55114,55205,93,107303,107310,107558,110430,85,85,145724
86,55114,55206,1191,107303,107310,107550,110431,86,86,145725
87,55114,55207,1516,107303,107310,107550,110432,87,87,145726
88,55113,55208,453,107303,107310,107564,110433,88,88,145727
89,55114,55209,124,107303,107310,107565,110434,89,89,145728
90,55114,55210,589,107303,107310,107563,110435,90,90,145729
91,55114,55211,159,107303,107310,107565,110436,91,91,145730
92,55113,55212,174,107303,107310,107588,110437,92,92,145731
93,55116,55213,0,107303,107310,107566,110438,93,93,145732
94,55116,55214,642,107303,107310,107589,110439,94,94,145733
95,55113,55215,770,107303,107310,107567,110440,95,95,145734
96,55116,55216,1390,107303,107310,107568,110441,96,96,145735
97,55113,55217,649,107303,107310,107569,110442,97,97,145736
98,55114,55218,2970,107303,107310,107570,110443,98,98,145737
99,55114,55219,99,107303,107310,107572,110444,99,99,145738
100,55114,55220,2864,107303,107310,107590,110445,100,100,145739
101,55114,55221,869,107303,107310,107591,110446,101,101,145740
102,55113,55222,44,107303,107310,107571,110447,102,102,145741
103,55114,55223,3336,107303,107310,107592,110448,103,103,145742
104,55114,55224,3964,107303,107310,107593,110449,104,104,145743
105,55113,55225,134,107303,107310,107573,110450,105,105,145744
106,55113,55226,1174,107303,107310,107574,110451,106,106,145745
107,55115,55227,1556,107303,107310,107554,110452,111581,111581,145746
108,55115,55228,3806,107303,107310,107575,110453,111581,111581,145747
109,55113,55229,1249,107303,107310,107549,110454,109,109,145748
110,55114,55230,994,107303,107310,107549,110455,110,110,145749
111,55114,55231,1074,107303,107310,107549,110456,111,111,145750
112,55114,55232,813,107303,107310,107576,110457,112,112,145751
113,55113,55233,664,107303,107310,107578,110458,113,113,145752
114,55114,55234,539,107303,107310,107578,110459,114,114,145753
115,55114,55235,404,107303,107310,107579,110460,115,115,145754
116,55115,55236,709,107303,107310,107578,110394,111581,111581,145755
117,55114,55237,644,107303,107310,107578,110461,117,117,145756
118,55114,55238,4254,107303,107310,107593,110462,118,118,145757
119,55114,55239,4661,107303,107310,107580,110463,119,119,145758
120,55114,55240,534,107303,107310,107581,110464,120,120,145759
121,55113,55241,188,107303,107310,107582,110465,121,121,145760
122,55114,55242,964,107303,107310,107583,110466,122,122,145761
123,55113,55243,137,107303,107310,107582,110467,123,123,145762
124,55113,55244,54,107303,107310,107582,110468,124,124,145763
125,55114,55245,3744,107303,107310,107585,110469,125,125,145764
126,55113,55246,749,107303,107310,107578,110470,126,126,145765
127,55113,55247,534,107303,107310,107578,110471,127,127,145766
128,55114,55248,224,107303,107310,107551,110472,128,128,145767
129,55114,55249,95,107303,107310,107552,110473,129,129,145768
130,55115,55250,298,107303,107310,107553,110474,111581,111581,145769
131,55115,55251,3711,107303,107310,107555,110475,111581,111581,145770
132,55113,55252,156,107303,107310,107556,110476,132,132,145771
133,55114,55253,199,107303,107310,107594,110477,133,133,145772
134,55114,55254,4278,107303,107310,107556,110478,134,134,145773
135,55114,55255,5108,107303,107310,107557,110479,135,135,145774
136,55113,55256,574,107303,107310,107586,110480,136,136,145775
137,55114,55257,155,107303,107310,107558,110481,137,137,145776
138,55114,55258,249,107303,107310,107558,110482,138,138,145777
139,55114,55259,918,107303,107310,107559,110483,139,139,145778
140,55114,55260,744,107303,107310,107559,110484,140,140,145779
141,55113,55261,43,107303,107310,107560,110485,141,141,145780
142,55113,55262,1194,107303,107310,107587,110486,142,142,145781
143,55114,55263,4509,107303,107310,107561,110487,143,143,145782
144,55114,55264,959,107303,107310,107562,110488,144,144,145783
145,55114,55265,938,107303,107310,107562,110489,145,145,145784
146,55113,55266,796,107303,107310,107563,110490,146,146,145785
147,55114,55267,1204,107303,107310,107550,110491,147,147,145786
148,55113,55268,815,107303,107310,107564,110492,148,148,145787
149,55113,55269,794,107303,107310,107564,110493,149,149,145788
150,55113,55270,202,107303,107310,107565,110494,150,150,145789
151,55113,55271,59,107303,107310,107565,110495,151,151,145790
152,55113,55272,43,107303,107310,107588,110496,152,152,145791
153,55114,55273,175,107303,107310,107566,110497,153,153,145792
154,55114,55274,734,107303,107310,107589,110498,154,154,145793
155,55114,55275,884,107303,107310,107567,110499,155,155,145794
156,55114,55276,1104,107303,107310,107568,110500,156,156,145795
157,55114,55277,684,107303,107310,107569,110501,157,157,145796
158,55114,55278,187,107303,107310,107594,110502,158,158,145797
159,55115,55279,3137,107303,107310,107570,110487,111581,111581,145798
160,55115,55280,1580,107303,107310,107569,110503,111581,111581,145799
161,55113,55281,843,107303,107310,107572,110504,161,161,145800
162,55114,55282,1580,107303,107310,107590,110505,162,162,145801
163,55116,55283,1214,107303,107310,107591,110506,163,163,145802
164,55113,55284,112,107303,107310,107571,110507,164,164,145803
165,55114,55285,3866,107303,107310,107593,110508,165,165,145804
166,55113,55286,469,107303,107310,107573,110509,166,166,145805
167,55114,55287,648,107303,107310,107574,110510,167,167,145806
168,55114,55288,984,107303,107310,107574,110511,168,168,145807
169,55115,55289,1225,107303,107310,107554,110512,111581,169,145808
170,55114,55290,739,107303,107310,107575,110513,170,170,145809
171,55113,55291,625,107303,107310,107549,110514,111581,171,145810
172,55113,55292,1104,107303,107310,107549,110515,172,172,145811
173,55113,55293,424,107303,107310,107549,110516,173,173,145812
174,55114,55294,49,107303,107311,107595,110517,174,174,145813
175,55114,55295,1727,107303,107310,107549,110518,175,175,145814
176,55114,55296,145,107303,107310,107576,110519,176,176,145815
177,55114,55297,4598,107303,107310,107570,110520,177,177,145816
178,55113,55298,39,107303,107310,107578,110521,178,178,145817
179,55113,55299,594,107303,107310,107578,110461,179,179,145818
180,55114,55300,874,107303,107310,107579,110522,180,180,145819
181,55115,55301,718,107303,107310,107578,110394,111581,111581,145820
182,55114,55302,3048,107303,107310,107578,110523,182,182,145821
183,55114,55303,3848,107303,107310,107580,110524,183,183,145822
184,55114,55304,354,107303,107310,107581,110525,184,184,145823
185,55113,55305,1865,107303,107310,107581,110526,185,185,145824
186,55114,55306,724,107303,107310,107582,110527,186,186,145825
187,55114,55307,954,107303,107310,107583,110528,187,187,145826
188,55114,55308,2140,107303,107310,107582,110529,188,188,145827
189,55114,55309,709,107303,107310,107578,110514,189,189,145828
190,55114,55310,544,107303,107310,107578,110530,190,190,145829
191,55113,55311,193,107303,107310,107551,110531,191,191,145830
192,55116,55312,184,107303,107310,107551,110532,192,192,145831
193,55113,55313,662,107303,107310,107552,110533,193,193,145832
194,55113,55314,384,107303,107310,107553,110534,194,194,145833
195,55114,55315,3762,107303,107310,107555,110535,195,195,145834
196,55113,55316,668,107303,107310,107556,110536,196,196,145835
197,55114,55317,4153,107303,107310,107557,110537,197,197,145836
198,55114,55318,104,107303,107310,107558,110538,198,198,145837
199,55115,55319,149,107303,107310,107558,110539,111581,111581,145838
200,55113,55320,54,107303,107310,107558,110540,200,200,145839
201,55114,55321,272,107303,107310,107562,110541,201,201,145840
202,55115,55322,714,107303,107310,107574,110542,111581,111581,145841
203,55114,55323,988,107303,107310,107587,110543,203,203,145842
204,55114,55324,3003,107303,107310,107561,110544,204,204,145843
205,55114,55325,499,107303,107310,107562,110545,205,205,145844
206,55114,55326,784,107303,107310,107563,110546,206,206,145845
207,55114,55327,884,107303,107310,107562,110547,207,207,145846
208,55113,55328,614,107303,107310,107563,110399,208,208,145847
209,55113,55329,1194,107303,107310,107550,110548,209,209,145848
210,55114,55330,419,107303,107310,107564,110549,210,210,145849
211,55113,55331,59,107303,107310,107565,110550,211,211,145850
212,55113,55332,113,107303,107310,107565,110551,212,212,145851
213,55116,55333,199,107303,107310,107589,110552,213,213,145852
214,55114,55334,184,107303,107310,107588,110553,214,214,145853
215,55113,55335,336,107303,107310,107566,110554,215,215,145854
216,55114,55336,590,107303,107310,107589,110555,216,216,145855
217,55113,55337,619,107303,107310,107567,110556,217,217,145856
218,55114,55338,1467,107303,107310,107568,110557,218,218,145857
219,55115,55339,1044,107303,107310,107569,110558,111581,111581,145858
220,55113,55340,144,107303,107310,107594,110559,220,220,145859
221,55114,55341,3301,107303,107310,107570,110487,137371,137371,145860
222,55114,55342,908,107303,107310,107569,110560,222,222,145861
223,55114,55343,38,107304,107312,107596,110561,137372,223,145862
224,55114,55344,69,107303,107310,107572,110562,224,224,145863
225,55114,55345,1079,107303,107310,107597,110563,225,225,145864
226,55114,55346,2387,107303,107310,107590,110564,226,226,145865
227,55113,55347,434,107303,107310,107591,110565,227,227,145866
228,55113,55348,394,107303,107310,107571,110566,228,228,145867
229,55114,55349,4704,107303,107310,107593,110567,229,229,145868
230,55114,55350,129,107303,107310,107573,110568,230,230,145869
231,55114,55351,614,107303,107310,107574,110510,231,231,145870
232,55113,55352,924,107303,107310,107574,110569,232,232,145871
233,55114,55353,924,107303,107310,107554,110570,233,233,145872
234,55114,55354,3131,107303,107310,107575,110501,234,234,145873
235,55113,55355,231,107303,107310,107549,110571,235,235,145874
236,55113,55356,513,107303,107310,107549,110572,236,236,145875
237,55114,55357,1014,107303,107310,107550,110573,237,237,145876
238,55115,55358,1084,107303,107310,107549,110455,111581,111581,145877
239,55114,55359,738,107303,107310,107575,110574,239,239,145878
240,55113,55360,107,107303,107310,107576,110575,240,240,145879
241,55115,55361,539,107303,107310,107578,110576,111581,111581,145880
242,55114,55362,634,107303,107310,107578,110577,242,242,145881
243,55113,55363,1034,107303,107310,107579,110578,243,243,145882
244,55113,55364,1843,107303,107310,107578,110579,244,244,145883
245,55113,55365,84,107303,107310,107578,110580,245,245,145884
246,55114,55366,4356,107303,107310,107580,110581,246,246,145885
247,55115,55367,284,107303,107310,107581,110582,247,247,145886
248,55114,55368,2396,107303,107310,107582,110583,248,248,145887
249,55114,55369,914,107303,107310,107583,110418,249,249,145888
250,55114,55370,2289,107303,107310,107582,110584,250,250,145889
251,55114,55371,2095,107303,107310,107578,110585,251,251,145890
252,55114,55372,284,107303,107310,107551,110586,252,252,145891
253,55113,55373,720,107303,107310,107552,110587,253,253,145892
254,55113,55374,464,107303,107310,107553,110588,254,254,145893
255,55114,55375,4451,107303,107310,107555,110589,255,255,145894
256,55114,55376,2881,107303,107310,107556,110590,137373,256,145895
257,55114,55377,2280,107303,107310,107556,110591,257,257,145896
258,55113,55378,914,107303,107310,107586,110592,258,258,145897
259,55115,55379,1326,107303,107310,107578,110593,111581,111581,145898
260,55114,55380,43,107303,107310,107558,110594,260,260,145899
261,55113,55381,71,107303,107310,107558,110595,261,261,145900
262,55114,55382,64,107303,107310,107558,110596,262,262,145901
263,55114,55383,954,107303,107310,107574,110422,263,263,145902
264,55114,55384,835,107303,107310,107587,110597,264,264,145903
265,55114,55385,2310,107303,107310,107561,110598,265,265,145904
266,55114,55386,799,107303,107310,107562,110599,266,266,145905
267,55114,55387,789,107303,107310,107563,110528,267,267,145906
268,55116,55388,988,107303,107310,107562,110600,268,268,145907
269,55114,55389,762,107303,107310,107563,110601,269,269,145908
270,55113,55390,869,107303,107310,107550,110602,270,270,145909
271,55114,55391,744,107303,107310,107564,110603,271,271,145910
272,55113,55392,44,107303,107310,107565,110604,272,272,145911
273,55114,55393,784,107303,107310,107563,110605,273,273,145912
274,55113,55394,86,107303,107310,107565,110606,274,274,145913
275,55115,55395,234,107303,107310,107588,110607,275,275,145914
276,55113,55396,74,107303,107310,107566,110608,276,276,145915
277,55114,55397,659,107303,107310,107589,110389,277,277,145916
278,55114,55398,914,107303,107310,107567,110609,278,278,145917
279,55114,55399,1229,107303,107310,107568,110610,279,279,145918
280,55114,55400,801,107303,107310,107569,110611,280,280,145919
281,55114,55401,134,107303,107310,107594,110612,281,281,145920
282,55114,55402,2635,107303,107310,107570,110613,282,282,145921
283,55113,55403,479,107303,107310,107572,110614,283,283,145922
284,55114,55404,2893,107303,107310,107590,110615,284,284,145923
285,55114,55405,189,107303,107310,107571,110616,285,285,145924
286,55114,55406,2554,107303,107310,107593,110617,286,286,145925
287,55114,55407,284,107303,107310,107573,110528,287,287,145926
288,55113,55408,219,107303,107310,107575,110618,288,288,145927
289,55115,55409,1114,107303,107310,107574,110619,111581,111581,145928
290,55113,55410,1018,107303,107310,107554,110620,290,290,145929
291,55114,55411,1531,107303,107310,107575,110621,291,291,145930
292,55113,55412,84,107303,107310,107549,110622,292,292,145931
293,55113,55413,354,107303,107310,107549,110623,293,293,145932
294,55113,55414,1028,107303,107310,107576,110624,294,294,145933
295,55113,55415,2394,107303,107310,107577,110625,295,295,145934
296,55113,55416,574,107303,107310,107578,110626,296,296,145935
297,55113,55417,83,107303,107310,107578,110627,297,297,145936
298,55114,55418,1462,107303,107310,107579,110628,298,298,145937
299,55113,55419,724,107303,107310,107578,110629,299,299,145938
300,55114,55420,599,107303,107310,107578,110630,300,300,145939
301,55114,55421,4721,107303,107310,107580,110631,301,301,145940
302,55114,55422,5161,107303,107310,107557,110632,302,302,145941
303,55113,55423,2004,107303,107310,107581,110633,303,303,145942
304,55114,55424,84,107303,107310,107581,110634,304,304,145943
305,55114,55425,2146,107303,107310,107598,110635,305,305,145944
306,55114,55426,1055,107303,107310,107568,110636,306,306,145945
307,55114,55427,2312,107303,107310,107582,110637,307,307,145946
308,55114,55428,794,107303,107310,107583,110526,308,308,145947
309,55114,55429,1541,107303,107310,107582,110638,309,309,145948
310,55113,55430,1171,107303,107310,107584,110639,310,310,145949
311,55115,55431,659,107303,107310,107578,110601,111581,111581,145950
312,55114,55432,654,107303,107310,107551,110531,312,312,145951
313,55113,55433,399,107303,107310,107552,110640,313,313,145952
314,55114,55434,1909,107303,107310,107553,110641,314,314,145953
315,55113,55435,234,107303,107310,107555,110642,315,315,145954
316,55116,55436,474,107303,107310,107589,110643,111581,316,145955
317,55113,55437,922,107303,107310,107556,110644,317,317,145956
318,55114,55438,652,107303,107310,107556,110645,318,318,145957
319,55114,55439,4170,107303,107310,107557,110646,319,319,145958
320,55113,55440,634,107303,107310,107586,110647,320,320,145959
321,55114,55441,329,107303,107310,107558,110648,321,321,145960
322,55113,55442,40,107303,107310,107558,110649,322,322,145961
323,55114,55443,70,107303,107310,107558,110650,323,323,145962
324,55114,55444,659,107303,107310,107559,110651,324,324,145963
325,55114,55445,1189,107303,107310,107587,110652,325,325,145964
326,55114,55446,2839,107303,107310,107561,110653,326,326,145965
327,55114,55447,829,107303,107310,107562,110599,327,327,145966
328,55114,55448,669,107303,107310,107563,110654,328,328,145967
329,55114,55449,894,107303,107310,107562,110655,329,329,145968
330,55114,55450,639,107303,107310,107563,110656,330,330,145969
331,55114,55451,979,107303,107310,107550,110657,331,331,145970
332,55114,55452,1104,107303,107310,107564,110658,332,332,145971
333,55114,55453,110,107303,107310,107565,110659,333,333,145972
334,55113,55454,744,107303,107310,107563,110660,334,334,145973
335,55114,55455,117,107303,107310,107565,110661,335,335,145974
336,55113,55456,945,107303,107310,107554,110662,111581,111581,145975
337,55113,55457,114,107303,107310,107588,110663,337,337,145976
338,55114,55458,54,107303,107310,107566,110664,338,338,145977
339,55114,55459,104,107303,107310,107589,110665,339,339,145978
340,55113,55460,1478,107303,107310,107568,110666,340,340,145979
341,55113,55461,306,107303,107310,107569,110667,341,341,145980
342,55113,55462,393,107303,107310,107594,110668,342,342,145981
343,55114,55463,3819,107303,107310,107570,110669,343,343,145982
344,55115,55464,97,107303,107310,107572,110670,111581,111581,145983
345,55114,55465,2010,107303,107310,107590,110671,345,345,145984
346,55113,55466,234,107303,107310,107591,110672,346,346,145985
347,55113,55467,41,107303,107310,107571,110673,347,347,145986
348,55114,55468,4287,107303,107310,107593,110674,348,348,145987
349,55113,55469,479,107303,107310,107573,110675,349,349,145988
350,55114,55470,864,107303,107310,107574,110676,350,350,145989
351,55115,55471,1109,107303,107310,107554,110677,111581,111581,145990
352,55114,55472,3249,107303,107310,107575,110678,352,352,145991
353,55113,55473,144,107303,107310,107549,110622,353,353,145992
354,55113,55474,519,107303,107310,107549,110679,354,354,145993
355,55114,55475,1244,107303,107310,107549,110680,355,355,145994
356,55114,55476,681,107303,107310,107575,110681,356,356,145995
357,55114,55477,310,107303,107310,107578,110682,357,357,145996
358,55114,55478,984,107303,107310,107578,110683,358,358,145997
359,55115,55479,319,107303,107310,107579,110684,111581,111581,145998
360,55114,55480,784,107303,107310,107578,110685,360,360,145999
361,55114,55481,642,107303,107310,107578,110686,361,361,146000
362,55114,55482,4089,107303,107310,107580,110687,362,362,146001
363,55114,55483,5135,107303,107310,107557,110688,363,363,146002
364,55114,55484,479,107303,107310,107581,110689,364,364,146003
365,55113,55485,102,107303,107310,107598,110690,365,365,146004
366,55113,55486,2205,107303,107310,107582,110637,366,366,146005
367,55114,55487,992,107303,107310,107583,110691,367,367,146006
368,55114,55488,1599,107303,107310,107582,110692,368,368,146007
369,55114,55489,139,107303,107310,107553,110693,369,369,146008
370,55114,55490,1487,107303,107310,107568,110694,370,370,146009
371,55114,55491,459,107303,107310,107551,110695,371,371,146010
372,55113,55492,449,107303,107310,107552,110696,372,372,146011
373,55114,55493,533,107303,107310,107553,110697,373,373,146012
374,55113,55494,1313,107303,107310,107555,110698,374,374,146013
375,55116,55495,149,107303,107310,107589,110699,375,375,146014
376,55113,55496,1947,107303,107310,107556,110700,376,376,146015
377,55113,55497,554,107303,107310,107556,110701,377,377,146016
378,55114,55498,4241,107303,107310,107557,110702,378,378,146017
379,55114,55499,62,107303,107310,107558,110703,379,379,146018
380,55114,55500,139,107303,107310,107558,110704,380,380,146019
381,55113,55501,37,107303,107310,107558,110705,381,381,146020
382,55113,55502,1099,107303,107310,107559,110706,382,382,146021
383,55116,55503,570,107303,107310,107562,110707,383,383,146022
384,55114,55504,914,107303,107310,107587,110708,384,384,146023
385,55114,55505,2663,107303,107310,107561,110709,385,385,146024
386,55114,55506,742,107303,107310,107563,110710,386,386,146025
387,55115,55507,609,107303,107310,107562,110711,111581,111581,146026
388,55114,55508,729,107303,107310,107563,110712,388,388,146027
389,55113,55509,1364,107303,107310,107550,110713,389,389,146028
390,55113,55510,785,107303,107310,107564,110668,390,390,146029
391,55113,55511,0,107303,107310,107565,110714,391,391,146030
392,55115,55512,846,107303,107310,107563,110715,111581,111581,146031
393,55113,55513,119,107303,107310,107565,110716,393,393,146032
394,55113,55514,244,107303,107310,107588,110717,394,394,146033
395,55113,55515,166,107303,107310,107566,110718,395,395,146034
396,55113,55516,683,107303,107310,107589,110719,396,396,146035
397,55113,55517,1012,107303,107310,107567,110668,397,397,146036
398,55114,55518,1495,107303,107310,107568,110720,398,398,146037
399,55114,55519,789,107303,107310,107569,110721,399,399,146038
400,55114,55520,3278,107303,107310,107570,110722,400,400,146039
401,55114,55521,557,107303,107310,107573,110723,401,401,146040
402,55114,55522,197,107303,107310,107572,110724,402,402,146041
403,55114,55523,2168,107303,107310,107597,110725,403,403,146042
404,55113,55524,1049,107303,107310,107590,110726,404,404,146043
405,55114,55525,194,107303,107310,107591,110672,405,405,146044
406,55115,55526,59,107303,107310,107571,110727,111581,111581,146045
407,55114,55527,4471,107303,107310,107593,110674,407,407,146046
408,55114,55528,1134,107303,107310,107573,110728,408,408,146047
409,55113,55529,1054,107303,107310,107574,110729,409,409,146048
410,55114,55530,1194,107303,107310,107574,110730,410,410,146049
411,55114,55531,949,107303,107310,107574,110731,411,411,146050
412,55113,55532,934,107303,107310,107554,110732,412,412,146051
413,55114,55533,884,107303,107310,107575,110618,413,413,146052
414,55114,55534,1472,107303,107310,107549,110733,414,414,146053
415,55113,55535,761,107303,107310,107549,110679,415,415,146054
416,55113,55536,794,107303,107310,107549,110734,416,416,146055
417,55114,55537,323,107303,107310,107578,110735,417,417,146056
418,55114,55538,1372,107303,107310,107550,110736,418,418,146057
419,55114,55539,514,107303,107310,107578,110737,419,419,146058
420,55114,55540,163,107303,107310,107578,110738,420,420,146059
421,55114,55541,674,107303,107310,107579,110739,421,421,146060
422,55115,55542,384,107303,107310,107578,110740,111581,111581,146061
423,55114,55543,249,107303,107310,107578,110741,423,423,146062
424,55114,55544,1194,107303,107310,107581,110742,424,424,146063
425,55113,55545,2013,107303,107310,107582,110637,425,425,146064
426,55114,55546,1109,107303,107310,107583,110743,426,426,146065
427,55114,55547,428,107303,107310,107582,110744,427,427,146066
428,55114,55548,580,107303,107310,107578,110745,428,428,146067
429,55114,55549,1102,107303,107310,107568,110746,429,429,146068
430,55114,55550,391,107303,107310,107551,110472,430,430,146069
431,55113,55551,166,107303,107310,107552,110747,431,431,146070
432,55114,55552,334,107303,107310,107553,110748,432,432,146071
433,55115,55553,1289,107303,107310,107555,110749,433,433,146072
434,55114,55554,394,107303,107310,107589,110750,434,434,146073
435,55113,55555,884,107303,107310,107556,110751,435,435,146074
436,55114,55556,134,107303,107310,107556,110752,436,436,146075
437,55114,55557,4869,107303,107310,107557,110753,437,437,146076
438,55115,55558,464,107303,107310,107586,110387,438,438,146077
439,55114,55559,798,107303,107310,107567,110754,439,439,146078
440,55114,55560,42,107303,107310,107558,110755,440,440,146079
441,55115,55561,124,107303,107310,107558,110756,111581,111581,146080
442,55113,55562,52,107303,107310,107558,110757,442,442,146081
443,55114,55563,784,107303,107310,107559,110684,443,443,146082
444,55116,55564,572,107303,107310,107562,110758,444,444,146083
445,55114,55565,3953,107303,107310,107561,110759,445,445,146084
446,55113,55566,774,107303,107310,107562,110760,446,446,146085
447,55114,55567,784,107303,107310,107562,110761,447,447,146086
448,55114,55568,1743,107303,107310,107590,110762,448,448,146087
449,55114,55569,1353,107303,107310,107550,110763,449,449,146088
450,55114,55570,566,107303,107310,107564,110764,450,450,146089
451,55115,55571,0,107303,107310,107565,110765,111581,111581,146090
452,55113,55572,114,107303,107310,107565,110766,452,452,146091
453,55113,55573,183,107303,107310,107588,110767,453,453,146092
454,55114,55574,734,107303,107310,107566,110768,454,454,146093
455,55113,55575,284,107303,107310,107589,110769,455,455,146094
456,55114,55576,1099,107303,107310,107567,110770,456,456,146095
457,55114,55577,1707,107303,107310,107568,110553,457,457,146096
458,55114,55578,914,107303,107310,107569,110771,458,458,146097
459,55114,55579,2673,107303,107310,107570,110772,459,459,146098
460,55114,55580,504,107303,107310,107549,110773,460,460,146099
461,55114,55581,659,107303,107310,107572,110774,461,461,146100
462,55116,55582,1436,107303,107310,107591,110775,462,462,146101
463,55113,55583,44,107303,107310,107571,110776,463,463,146102
464,55114,55584,4251,107303,107310,107593,110674,464,464,146103
465,55113,55585,1352,107303,107310,107573,110777,465,465,146104
466,55115,55586,1059,107303,107310,107574,110778,111581,111581,146105
467,55114,55587,1354,107303,107310,107554,110779,467,467,146106
468,55114,55588,284,107303,107310,107575,110780,468,468,146107
469,55114,55589,1717,107303,107310,107549,110781,469,469,146108
470,55114,55590,1967,107303,107310,107550,110782,470,470,146109
471,55113,55591,64,107303,107310,107578,110783,471,471,146110
472,55114,55592,73,107303,107310,107578,110784,472,472,146111
